row_index,title,field,value
1076,Use of ultraviolet pretreatment to enhance carbonation properties of fly-ash cement under accelerated carbonation at different CO2 concentrations,open_access_pdf,unclear
1077,Thermal properties and stability of reactive magnesia cement,abstract,unclear
1077,Thermal properties and stability of reactive magnesia cement,open_access_pdf,unclear
1078,"Effect of silica fume on Self-compacting Earth Concrete: Compressive strength, durability and microstructural studies",abstract,unclear
1078,"Effect of silica fume on Self-compacting Earth Concrete: Compressive strength, durability and microstructural studies",open_access_pdf,unclear
1079,Carbonation mechanism of alkali-activated fly ash and slag materials,open_access_pdf,unclear
1080,Synergistic Use of CO2 Pretreatment and Accelerated Carbonation Curing for Maximum Recycling of Steel Slag,abstract,unclear
1080,Synergistic Use of CO2 Pretreatment and Accelerated Carbonation Curing for Maximum Recycling of Steel Slag,open_access_pdf,unclear
1083,Various Durability Aspects of Calcined Kaolin-Blended Portland Cement Pastes and Concretes,abstract,unclear
1083,Various Durability Aspects of Calcined Kaolin-Blended Portland Cement Pastes and Concretes,open_access_pdf,unclear
1085,"Development of low-carbon cement utilizing waste incineration ash: Mechanical properties, hydration behavior, and environmental impact",abstract,unclear
1085,"Development of low-carbon cement utilizing waste incineration ash: Mechanical properties, hydration behavior, and environmental impact",open_access_pdf,unclear
1086,Effect of carbonation on development of reactive MgO-based pervious concrete,abstract,unclear
1086,Effect of carbonation on development of reactive MgO-based pervious concrete,open_access_pdf,unclear
1087,Study on the use of CO2 to strengthen recycled aggregates and pervious concrete,abstract,unclear
1087,Study on the use of CO2 to strengthen recycled aggregates and pervious concrete,open_access_pdf,unclear
1088,Influence of moisture content on CO<sub>2</sub>uptake in lightweight concrete subject to early carbonation,open_access_pdf,unclear
1089,"Production, properties and life cycle assessment of artificial lightweight aggregates produced with corn straw ash (CSA) and concrete slurry waste (CSW)",abstract,unclear
1089,"Production, properties and life cycle assessment of artificial lightweight aggregates produced with corn straw ash (CSA) and concrete slurry waste (CSW)",open_access_pdf,unclear
1091,Performance enhancement of recycled concrete through carbonation during ready-mix and curing,open_access_pdf,unclear
1092,Characterising cement carbonation curing using non-contact electrical resistivity measurement,open_access_pdf,unclear
1093,Toward carbon- neutral construction: A review of zero-carbon concrete,abstract,unclear
1093,Toward carbon- neutral construction: A review of zero-carbon concrete,open_access_pdf,unclear
1094,CO2 sequestration and mechanical properties of recycled concrete,open_access_pdf,unclear
1095,"Effects of wet carbonation with ethanol solution on the mechanical, durability properties, and microstructure of recycled concrete aggregates and derived block products",abstract,unclear
1095,"Effects of wet carbonation with ethanol solution on the mechanical, durability properties, and microstructure of recycled concrete aggregates and derived block products",open_access_pdf,unclear
1096,"Complement factor 5 (C5) p.A252T mutation is prevalent in, but not restricted to, Sub-Saharan Africa: Implications for the susceptibility to meningococcal disease",open_access_pdf,unclear
1097,Mechanistic and environmental benefits of accelerated carbonation in low-cement recycled concrete powder aggregates for sustainable asphalt pavements,abstract,unclear
1097,Mechanistic and environmental benefits of accelerated carbonation in low-cement recycled concrete powder aggregates for sustainable asphalt pavements,open_access_pdf,unclear
1099,CO2 Utilization in Cement and Concrete,venue,unclear
1099,CO2 Utilization in Cement and Concrete,open_access_pdf,unclear
1100,Strength development of MgO recycled aggregate concrete with recycled sand from WRSG and compressive behavior of recycled lump-aggregate concrete,abstract,unclear
1100,Strength development of MgO recycled aggregate concrete with recycled sand from WRSG and compressive behavior of recycled lump-aggregate concrete,open_access_pdf,unclear
1101,Effect of CO2 curing on phase compositions of nano silica blended cementitious mortar partially replaced with carbonated recycled fine aggregates,abstract,unclear
1101,Effect of CO2 curing on phase compositions of nano silica blended cementitious mortar partially replaced with carbonated recycled fine aggregates,open_access_pdf,unclear
1102,A comprehensive review on CO2 utilization in cement and concrete: From microstructural transformations to structural applications,open_access_pdf,unclear
1103,Effect of Carbonation Curing on the Performance of Concrete Containing Recycled Aggregates from Returned Concrete,open_access_pdf,unclear
1105,Impact of hydrated magnesium carbonate additives on the carbonation of reactive MgO cements,abstract,unclear
1106,"Carbonation curing of ceramic waste powder-based recycled aggregate concrete: Mechanical properties, durability, and carbon sequestration potential",abstract,unclear
1106,"Carbonation curing of ceramic waste powder-based recycled aggregate concrete: Mechanical properties, durability, and carbon sequestration potential",open_access_pdf,unclear
1107,Multiphase carbonation engineering of RCA via CO2-enriched cement slurry treatment: Mechanistic insights into carbonation efficiency and asphalt pavement performance enhancement,abstract,unclear
1107,Multiphase carbonation engineering of RCA via CO2-enriched cement slurry treatment: Mechanistic insights into carbonation efficiency and asphalt pavement performance enhancement,open_access_pdf,unclear
1108,Valorization of waste concrete through CO2 mineral carbonation: Optimizing parameters and improving reactivity using concrete separation,abstract,unclear
1109,Recent progress and technical challenges in using calcium sulfoaluminate (CSA) cement,abstract,unclear
1110,Conversion of waste into sustainable construction materials: A review of recent developments and prospects,open_access_pdf,unclear
1111,Crack width control and mechanical properties of low carbon engineered cementitious composites (ECC),abstract,unclear
1112,Freeze-thaw resistance and carbon sequestration capacity of recycled aggregate concrete incorporating carbide slag slurry pre-immersed and carbonation-cured aggregates,abstract,unclear
1112,Freeze-thaw resistance and carbon sequestration capacity of recycled aggregate concrete incorporating carbide slag slurry pre-immersed and carbonation-cured aggregates,open_access_pdf,unclear
1114,Effect of CO2 treatment on the microstructure and properties of steel slag supplementary cementitous materials,abstract,unclear
1114,Effect of CO2 treatment on the microstructure and properties of steel slag supplementary cementitous materials,open_access_pdf,unclear
1115,Semi-dry and aqueous carbonation of steel slag: Characteristics and properties of steel slag as supplementary cementitious materials,abstract,unclear
1115,Semi-dry and aqueous carbonation of steel slag: Characteristics and properties of steel slag as supplementary cementitious materials,open_access_pdf,unclear
1116,Effects of carbonation degree on the hydration reactivity of steel slag in cement-based materials,abstract,unclear
1116,Effects of carbonation degree on the hydration reactivity of steel slag in cement-based materials,open_access_pdf,unclear
1117,Carbonated steel slag as supplementary cementitious material: Paving the way to full reutilization,abstract,unclear
1118,Effect of accelerated precarbonation on hydration activity and volume stability of steel slag as a supplementary cementitious material,abstract,unclear
1118,Effect of accelerated precarbonation on hydration activity and volume stability of steel slag as a supplementary cementitious material,open_access_pdf,unclear
1119,Effects of ethylenediaminetetraacetic acid on the properties of accelerated carbonated steel slag as supplementary cementitious materials,abstract,unclear
1119,Effects of ethylenediaminetetraacetic acid on the properties of accelerated carbonated steel slag as supplementary cementitious materials,open_access_pdf,unclear
1120,Recycling of carbonated steel slag in building materials: Recycling pathways and recent advances,abstract,unclear
1120,Recycling of carbonated steel slag in building materials: Recycling pathways and recent advances,open_access_pdf,unclear
1121,Microbial-Enhanced Steel Slag Fixation of CO2 from Cement Kiln Flue Gas for the Production of Supplementary Cementitious Material,open_access_pdf,unclear
1122,Porous biochar-assisted aqueous carbonation of steel slag as an adsorptive crystallization modifier for value-added cement applications,abstract,unclear
1122,Porous biochar-assisted aqueous carbonation of steel slag as an adsorptive crystallization modifier for value-added cement applications,open_access_pdf,unclear
